[ INFO ]2020-08-23 00:03:43.043 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:58 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:59 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:58.058 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:59 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"手机号码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:59 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:59 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1001,"msg":"账号信息错误","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:16:59 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":6000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 00:21:59","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDUyNjcsImV4cCI6MTU5ODExMzMxOX0.zsNriXLNYc8DbCzxzOMhVNELU_nCqMI6davnw5P6ehNeDMBX7Mt_cZ_S3UBnkkYzq1f0NYQ96bVoK8-oTQ-QgQ"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:00 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1007,"msg":"无权限访问，请检查参数","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:00 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:00 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:16:59.059 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:00 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须为数值型","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:00 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":7000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:17:00.000 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:17:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:17:18 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:17:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:17:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1004,"msg":"JSON parse error: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries\n at [Source: (PushbackInputStream); line: 1, column: 66]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:17:19.019 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:10.010 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 00:24:10.010 method: com.api.cases.BaseCase.init(BaseCase.java:45)-----  AuthenticationUtils.VARS======================{${amount}=1000, ${register_mb}=13322222222, ${register_pwd}=12345678, ${url}=api.lemonban.com}
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:12 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:12 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"手机号为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:12 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:12 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"密码格式为8到16位","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:12.012 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:13.013 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:13 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:13.013 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:13.013 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:13.013 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:14 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:14 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:15 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"手机号码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:15 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:14.014 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:15 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1001,"msg":"账号信息错误","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":7000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 00:29:16","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDUyNjcsImV4cCI6MTU5ODExMzc1Nn0.PzczrUR_70xaxpJfz0boEBtroyV4EuIIFGZoYqz4vyUQoEXReAQ-gqB4Ubd4SoTswKsXuW_7XWHdnLyt1zd0eA"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1007,"msg":"无权限访问，请检查参数","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须为数值型","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:18 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":8000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 00:24:26.026 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sat, 22 Aug 2020 16:24:25 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 00:24:26.026 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 00:24:26.026 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1004,"msg":"JSON parse error: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries\n at [Source: (PushbackInputStream); line: 1, column: 66]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 00:24:26.026 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 09:59:06.006 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 09:59:06.006 method: com.api.cases.BaseCase.init(BaseCase.java:45)-----  AuthenticationUtils.VARS======================{${amount}=1000, ${register_mb}=13355555555, ${register_pwd}=12345678, ${url}=api.lemonban.com}
[ INFO ]2020-08-23 09:59:07.007 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 01:59:08 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 09:59:07.007 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 09:59:07.007 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
